"Name,Ticker/Code,발행사,자산,전략,세부전략,지역,추적배수,거래대금(백만),시가총액(백만)"
"KODEX 200미국채혼합,284430,삼성자산운용,혼합자산,자산배분,주식혼합,글로벌,일반,3796.538386,241108.4"
"KODEX 코리아밸류업,495850,삼성자산운용,주식,시장대표,-,국내,일반,1234.646823,238048"
"KIWOOM 26-09회사채(AA-이상)액티브,464240,키움투자자산운용,채권,회사채,단기,국내,일반,68.6758,237158.35"
"KODEX 미국나스닥100레버리지(합성 H),409820,삼성자산운용,주식,시장대표,-,미국,2X 레버리지,1235.684871,233631"
"TIGER 코스피,277630,미래에셋자산운용,주식,시장대표,-,국내,일반,2614.753435,233180"
"TIGER 미국나스닥100채권혼합Fn,435420,미래에셋자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,1841.021574,232425.5"
"SOL 26-12 회사채(AA-이상)액티브,488980,신한자산운용,채권,회사채,단기,국내,일반,34.53634,230527"
"ACE 엔비디아채권혼합블룸버그,448540,한국투자신탁운용,혼합자산,자산배분,채권혼합,글로벌,일반,2315.55893,230314.5"
"TIGER 코리아원자력,0091P0,미래에셋자산운용,주식,테마,원자력,국내,일반,25318.98927,223665"
"SOL 200TR,295040,신한자산운용,주식,시장대표,-,국내,일반,697.573895,222957"
"SOL 미국배당다우존스(H),452360,신한자산운용,주식,스타일,배당,미국,일반,1390.093691,220932"
"ACE KPOP포커스,475050,한국투자신탁운용,주식,테마,게임&엔터&스포츠,국내,일반,9611.44698,219708"
"KODEX 은선물(H),144600,삼성자산운용,원자재,금속,은,글로벌,일반,17049.21648,219645"
"SOL 미국테크TOP10,481190,신한자산운용,주식,테마,빅테크,미국,일반,6672.441506,219537.25"
"KODEX K방산TOP10,0080G0,삼성자산운용,주식,테마,방산,국내,일반,15797.21691,219030"
"KIWOOM 인도Nifty50(합성),200250,키움투자자산운용,주식,시장대표,-,인도,일반,1251.17462,219015"
"KODEX 차이나휴머노이드로봇,0048K0,삼성자산운용,주식,테마,로보틱스 & AI,중국,일반,33700.37874,218340"
"TIGER 헬스케어,143860,미래에셋자산운용,주식,섹터,헬스케어,국내,일반,4297.648759,217508.2"
"KODEX 미국AI테크TOP10,485540,삼성자산운용,주식,테마,로보틱스 & AI,미국,일반,4973.241102,214132.5"
"TIGER TDF2045,0025N0,미래에셋자산운용,혼합자산,자산배분,TDF,글로벌,일반,4085.309671,212975.5"
"SOL 미국AI전력인프라,486450,신한자산운용,주식,테마,전력인프라,미국,일반,2664.296044,209770"
"TIMEFOLIO 글로벌우주테크&방산액티브,478150,타임폴리오자산운용,주식,테마,방산,글로벌,일반,4133.474305,208184"
"RISE 단기국공채액티브,272560,케이비자산운용,채권,국공채,단기,국내,일반,371.81258,207466.045"
"TIGER 차이나과창판STAR50(합성),414780,미래에셋자산운용,주식,시장대표,-,중국,일반,21186.81621,206142"
"TIGER 미국채10년선물,305080,미래에셋자산운용,채권,국공채,장기,미국,일반,1040.507561,205838.5"
"SOL 미국양자컴퓨팅TOP10,0023A0,신한자산운용,주식,테마,양자컴퓨팅,미국,일반,19769.86766,204467.5"
"KODEX 금융고배당TOP10,0089D0,삼성자산운용,주식,스타일,배당,국내,일반,1300.220062,203346"
"TIGER 차이나CSI300,192090,미래에셋자산운용,주식,시장대표,-,중국,일반,1972.776277,202520"
"TIGER 바이오TOP10,364970,미래에셋자산운용,주식,섹터,헬스케어,국내,일반,9835.246673,202272"
"TIGER 미국AI빅테크10타겟데일리커버드콜,493810,미래에셋자산운용,주식,주식파생,커버드콜,미국,일반,2947.728768,201809.25"
"TIGER 26-04 회사채(A+이상)액티브,0001S0,미래에셋자산운용,채권,회사채,단기,국내,일반,555.40555,201571"
"TIGER 지주회사,307520,미래에셋자산운용,주식,스타일,그룹주,국내,일반,4736.880037,198904.25"
"KODEX 차이나항셍테크,372330,삼성자산운용,주식,테마,빅테크,중국,일반,3740.031154,198502.5"
"KODEX 로봇액티브,445290,삼성자산운용,주식,테마,로보틱스 & AI,국내,일반,7665.540062,197142"
"TIGER 미국나스닥100레버리지(합성),418660,미래에셋자산운용,주식,시장대표,-,미국,2X 레버리지,2150.247637,195750"
"1Q 단기금융채액티브,463290,하나자산운용,채권,혼합,단기,국내,일반,299.383489,193801.32"
"KIWOOM 미국양자컴퓨팅,498270,키움투자자산운용,주식,테마,양자컴퓨팅,미국,일반,7642.955006,191673"
"TIMEFOLIO K바이오액티브,463050,타임폴리오자산운용,주식,섹터,헬스케어,국내,일반,4982.899634,186053.75"
"KODEX 차이나CSI300,283580,삼성자산운용,주식,시장대표,-,중국,일반,2901.478884,184820.25"
"ACE 미국빅테크7+데일리타겟커버드콜(합성),480020,한국투자신탁운용,주식,주식파생,커버드콜,미국,일반,897.785579,182483.5"
"KODEX 삼성그룹밸류,213610,삼성자산운용,주식,스타일,그룹주,국내,일반,707.175318,181278.5"
"KIWOOM CD금리액티브(합성),458210,키움투자자산운용,기타,금리,-,국내,일반,126.41233,180673.875"
"RISE 코스피,302450,케이비자산운용,주식,시장대표,-,국내,일반,882.63178,179603.25"
"HK 종합채권(AA-이상)액티브,472920,흥국자산운용,채권,혼합,종합,국내,일반,[object Object],177094.05"
"TIGER 미국AI빅테크10,490090,미래에셋자산운용,주식,테마,로보틱스 & AI,미국,일반,5247.487652,176970"
"TIMEFOLIO Korea플러스배당액티브,441800,타임폴리오자산운용,주식,시장대표,-,국내,일반,1130.711523,176505"
"RISE AI&로봇,469070,케이비자산운용,주식,테마,로보틱스 & AI,국내,일반,6102.368213,175998.25"
"TIGER 코스닥150,232080,미래에셋자산운용,주식,시장대표,-,국내,일반,5524.154484,174887"
"KODEX 미국배당다우존스타겟커버드콜,483290,삼성자산운용,주식,주식파생,커버드콜,미국,일반,1168.878106,174503"
"TIGER 소프트웨어,157490,미래에셋자산운용,주식,섹터,정보기술,국내,일반,10160.98446,170965.5"
"SOL 조선TOP3플러스레버리지,0080Y0,신한자산운용,주식,테마,조선,국내,일반,10530.89957,169500"
"TIGER 미국배당다우존스타겟데일리커버드콜,0008S0,미래에셋자산운용,주식,주식파생,커버드콜,미국,일반,716.932598,167010"
"RISE IT플러스,326240,케이비자산운용,주식,섹터,정보기술,국내,일반,2981.84305,166920"
"SOL 미국S&P500,433330,신한자산운용,주식,시장대표,-,미국,일반,608.042659,164857.5"
"KODEX 바이오,244580,삼성자산운용,주식,섹터,헬스케어,국내,일반,4260.82422,164185.6"
"ACE 단기통안채,190620,한국투자신탁운용,채권,국공채,단기,국내,일반,654.861735,163572.725"
"PLUS 한화그룹주,0000J0,한화자산운용,주식,스타일,그룹주,국내,일반,2513.858406,161040"
"SOL 팔란티어커버드콜OTM채권혼합,0040Y0,신한자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,4641.044893,160828.5"
"ACE 미국500데일리타겟커버드콜(합성),480030,한국투자신탁운용,주식,주식파생,커버드콜,미국,일반,904.912361,159220"
"RISE 국고채10년액티브,481430,케이비자산운용,채권,국공채,장기,국내,일반,78.832205,158230.625"
"KODEX 반도체레버리지,494310,삼성자산운용,주식,섹터,반도체,국내,2X 레버리지,22328.6905,157877.25"
"WON 전단채플러스액티브,496020,우리자산운용,채권,회사채,단기,국내,일반,516.916513,157666.32"
"RISE 중기우량회사채,136340,케이비자산운용,채권,회사채,중기,국내,일반,28.186,153031.62"
"KODEX 신재생에너지액티브,385510,삼성자산운용,주식,테마,친환경에너지,국내,일반,3473.057749,152880"
"KODEX 미국10년국채액티브(H),0091C0,삼성자산운용,채권,국공채,장기,미국,일반,3645.156559,151751.1"
"KODEX AI반도체핵심장비,471990,삼성자산운용,주식,섹터,반도체,국내,일반,8756.843,150350"
"KODEX 미국S&P500선물(H),219480,삼성자산운용,주식,시장대표,-,미국,일반,976.782311,149202.25"
"KODEX 미국휴머노이드로봇,0038A0,삼성자산운용,주식,테마,로보틱스 & AI,미국,일반,3721.406468,146579.25"
"1Q 현대차그룹채권(A+이상)&국고통안,492500,하나자산운용,채권,혼합,단기,국내,일반,1.138625,146113.76"
"RISE 미국테크100데일리고정커버드콜,491620,케이비자산운용,주식,주식파생,커버드콜,미국,일반,2585.745221,145798"
"PLUS 고배당주위클리커버드콜,489030,한화자산운용,주식,주식파생,커버드콜,국내,일반,2043.872369,145639.5"
"KODEX 삼성전자채권혼합,448330,삼성자산운용,혼합자산,자산배분,채권혼합,국내,일반,2864.85442,145442"
"RISE 코리아밸류업,495050,케이비자산운용,주식,시장대표,-,국내,일반,3145.187495,143606.25"
"TIMEFOLIO 차이나AI테크액티브,0043Y0,타임폴리오자산운용,주식,테마,로보틱스 & AI,중국,일반,10008.05093,142398.75"
"TIGER 배당커버드콜액티브,472150,미래에셋자산운용,주식,주식파생,커버드콜,국내,일반,1788.243936,142361.3"
"1Q 중단기회사채(A-이상)액티브,0052T0,하나자산운용,채권,회사채,종합,국내,일반,0.60561,141879.46"
"1Q K200액티브,451060,하나자산운용,주식,시장대표,-,국내,일반,323.780767,141779.25"
"TIGER 골드선물(H),319640,미래에셋자산운용,원자재,금속,금,글로벌,일반,4461.238768,141600"
"TIGER 미국MSCI리츠(합성 H),182480,미래에셋자산운용,부동산,리츠,-,미국,일반,145.531229,141512"
"TIGER 글로벌혁신블루칩TOP10,464930,미래에셋자산운용,주식,테마,빅테크,글로벌,일반,277.3235,141282.5"
"KODEX 코스피100,237350,삼성자산운용,주식,시장대표,-,국내,일반,3192.209994,140258"
"SOL 27-12 회사채(AA-이상)액티브,0092C0,신한자산운용,채권,회사채,단기,국내,일반,7.161795,139987.332"
"KODEX 2차전지핵심소재10,461950,삼성자산운용,주식,테마,2차전지(배터리),국내,일반,2822.148691,138425"
"TIGER 미디어컨텐츠,228810,미래에셋자산운용,주식,섹터,커뮤니케이션서비스,국내,일반,2029.68157,137262.6"
"ACE 미국WideMoat동일가중,309230,한국투자신탁운용,주식,스타일,기타,미국,일반,585.085323,136955"
"KIWOOM 단기자금,130730,키움투자자산운용,채권,혼합,단기,국내,일반,832.367535,135815.295"
"1Q 미국S&P500,0026S0,하나자산운용,주식,시장대표,-,미국,일반,838.524217,134225"
"TIGER BBIG,364960,미래에셋자산운용,주식,테마,뉴딜,국내,일반,239.955315,133960"
"TIGER 국고채30년스트립액티브,451530,미래에셋자산운용,채권,국공채,장기,국내,일반,1751.619657,132246.72"
"TIGER 인도빌리언컨슈머,479730,미래에셋자산운용,주식,테마,내수소비,인도,일반,227.611281,131136.25"
"SOL 코리아메가테크액티브,444200,신한자산운용,주식,테마,뉴딜,국내,일반,5171.17403,130217.75"
"파워 종합채권(AA-이상)액티브,498180,교보악사자산운용,채권,혼합,종합,국내,일반,0.102695,129601.09"
"TIGER 글로벌AI플랫폼액티브,412770,미래에셋자산운용,주식,테마,로보틱스 & AI,글로벌,일반,321.185791,129125.1"
"TIGER 미국AI소프트웨어TOP4Plus,0102A0,미래에셋자산운용,주식,테마,로보틱스 & AI,미국,일반,6016.38834,128293"
"TIGER 200TR,310960,미래에셋자산운용,주식,시장대표,-,국내,일반,803.112695,127351"
"TIGER 여행레저,228800,미래에셋자산운용,주식,테마,게임&엔터&스포츠,국내,일반,1479.600149,126736.65"
"ACE 엔비디아밸류체인액티브,483320,한국투자신탁운용,주식,섹터,반도체,글로벌,일반,2826.551336,125910.75"
"ACE 중국본토CSI300,168580,한국투자신탁운용,주식,시장대표,-,중국,일반,419.594855,125680.2"
"PLUS 국공채머니마켓액티브,491230,한화자산운용,채권,국공채,단기,국내,일반,81.2704,125386.94"
"TIGER 코리아밸류업,496080,미래에셋자산운용,주식,시장대표,-,국내,일반,1791.163295,124605"
"RISE 코스닥150,270810,케이비자산운용,주식,시장대표,-,국내,일반,3980.89063,124355.4"
"HANARO 200TR,332930,엔에이치아문디자산운용,주식,시장대표,-,국내,일반,237.354185,123920"
"HK 26-12 회사채(AA-이상)액티브,0000Y0,흥국자산운용,채권,회사채,단기,국내,일반,[object Object],123831.825"
"HANARO 25-12 은행채(AA+이상)액티브,489570,엔에이치아문디자산운용,채권,회사채,단기,국내,일반,6.664495,123633.6"
"TIGER 미국S&P500동일가중,488500,미래에셋자산운용,주식,스타일,동일가중,미국,일반,557.143742,123539"
"SOL 2차전지소부장Fn,455860,신한자산운용,주식,테마,2차전지(배터리),국내,일반,745.961559,123004"
"RISE 25-11 회사채(AA-이상)액티브,448600,케이비자산운용,채권,혼합,단기,국내,일반,357.889295,121975.44"
"KODEX 미국나스닥100선물(H),304940,삼성자산운용,주식,시장대표,-,미국,일반,1115.16906,117768"
"SOL 화장품TOP3플러스,0008T0,신한자산운용,주식,섹터,경기소비재,국내,일반,7216.990378,117686"
"TIGER 미국S&P500선물(H),143850,미래에셋자산운용,주식,시장대표,-,미국,일반,295.986835,117643.625"
"RISE 2차전지액티브,422420,케이비자산운용,주식,테마,2차전지(배터리),국내,일반,755.167337,117145.6"
"HANARO Fn조선해운,441540,엔에이치아문디자산운용,주식,테마,조선,국내,일반,4271.229077,115760"
"KODEX 배당가치,325020,삼성자산운용,주식,스타일,배당,국내,일반,102.837829,115709"
"TIGER 미국다우존스30,245340,미래에셋자산운용,주식,시장대표,-,미국,일반,432.574897,115406.2"
"TIGER 미국S&P500배당귀족,429000,미래에셋자산운용,주식,스타일,배당,미국,일반,462.169024,115195.5"
"TIGER 국채3년,114820,미래에셋자산운용,채권,국공채,중기,국내,일반,486.948536,114886.76"
"KODEX 성장주,325010,삼성자산운용,주식,퀀트,성장,국내,일반,40.5646,114607.5"
"HANARO 27-06 회사채(AA-이상)액티브,0091M0,엔에이치아문디자산운용,채권,회사채,단기,국내,일반,[object Object],114228"
"ACE 미국30년국채엔화노출액티브(H),476750,한국투자신탁운용,채권,국공채,장기,미국,일반,1207.818125,113904"
"KODEX 금액티브,0064K0,삼성자산운용,원자재,금속,금,미국,일반,12773.76902,113373"
"RISE 수소경제테마,367770,케이비자산운용,주식,테마,친환경에너지,국내,일반,895.2742,113128.25"
"KODEX 미국S&P500데일리커버드콜OTM,0005A0,삼성자산운용,주식,주식파생,커버드콜,미국,일반,866.832371,112990.5"
"TIGER 차이나반도체FACTSET,396520,미래에셋자산운용,주식,섹터,반도체,중국,일반,9789.707408,112860"
"SOL 국고채10년,438570,신한자산운용,채권,국공채,장기,국내,일반,39.696755,112653.815"
"TIGER 미국초단기(3개월이하)국채,0046A0,미래에셋자산운용,채권,국공채,단기,미국,일반,2546.291099,111276.6"
"ACE 미국빅테크TOP7 Plus레버리지(합성),465610,한국투자신탁운용,주식,테마,빅테크,미국,2X 레버리지,749.799281,108965"
"RISE 메타버스,401170,케이비자산운용,주식,테마,메타버스,국내,일반,139.913,108921.6"
"마이티 26-09 특수채(AAA)액티브,465780,디비자산운용,채권,회사채,단기,국내,일반,2.1407,108212.385"
"TIGER 차이나CSI300레버리지(합성),204480,미래에셋자산운용,주식,시장대표,-,중국,2X 레버리지,737.292895,108086.4"
"BNK 26-06 특수채(AAA이상)액티브,495710,BNK자산운용,채권,혼합,단기,국내,일반,0.05132,108079.92"
"ACE 11월만기자동연장회사채AA-이상액티브,473440,한국투자신탁운용,채권,회사채,단기,국내,일반,283.688933,106507.1"
"KODEX 코리아배당성장채권혼합,237370,삼성자산운용,혼합자산,자산배분,주식혼합,국내,일반,508.119381,106116"
"ACE 우량회사채(AA-이상)액티브,0099L0,한국투자신탁운용,채권,회사채,단기,국내,일반,4664.95694,104915.735"
"HANARO 종합채권(AA-이상)액티브,461500,엔에이치아문디자산운용,채권,혼합,종합,국내,일반,33.549365,104321.385"
"TIMEFOLIO 코스피액티브,385720,타임폴리오자산운용,주식,시장대표,-,국내,일반,2517.888291,104286"
"TIGER 리츠부동산인프라TOP10액티브,0086B0,미래에셋자산운용,부동산,리츠,-,국내,일반,786.863726,102300"
"KODEX 메타버스액티브,401470,삼성자산운용,주식,테마,메타버스,국내,일반,169.21814,102123"
"RISE 대형고배당10TR,315960,케이비자산운용,주식,스타일,배당,국내,일반,1443.138859,101269"
"TIGER 2차전지TOP10레버리지,412570,미래에셋자산운용,주식,테마,2차전지(배터리),국내,2X 레버리지,1725.925712,100207.1"
"TIGER 인터넷TOP10,365000,미래에셋자산운용,주식,섹터,정보기술,국내,일반,5159.268383,99667.5"
"KIWOOM 단기채권ESG액티브,419890,키움투자자산운용,채권,혼합,단기,국내,일반,29.544,97023.35"
"TIGER 글로벌AI&로보틱스 INDXX,464310,미래에셋자산운용,주식,테마,로보틱스 & AI,글로벌,일반,1094.922349,96071.25"
"SOL K방산,490480,신한자산운용,주식,테마,방산,국내,일반,5400.860494,94044"
"SOL CD금리&머니마켓액티브,497880,신한자산운용,채권,혼합,단기,국내,일반,1870.229456,93127.93"
"KODEX 미국10년국채선물,308620,삼성자산운용,채권,국공채,장기,미국,일반,1306.34659,92939"
"TIGER 200선물레버리지,267770,미래에셋자산운용,주식,시장대표,-,국내,2X 레버리지,1730.3936,91740"
"RISE 코스닥150선물레버리지,278240,케이비자산운용,주식,시장대표,-,국내,2X 레버리지,59.802175,91549.8"
"파워 200,152870,교보악사자산운용,주식,시장대표,-,국내,일반,73.936335,91542"
"RISE 미국S&P500(H),453330,케이비자산운용,주식,시장대표,-,미국,일반,391.50259,91143"
"RISE 2차전지TOP10인버스(합성),465350,케이비자산운용,주식,테마,2차전지(배터리),국내,1X 인버스,2459.936928,90470.625"
"TIGER 차이나바이오테크SOLACTIVE,371470,미래에셋자산운용,주식,섹터,헬스케어,중국,일반,2165.565341,90417.6"
"TIGER 증권,157500,미래에셋자산운용,주식,섹터,금융,국내,일반,4291.370407,89490"
"KODEX TRF5050,329660,삼성자산운용,혼합자산,자산배분,주식혼합,글로벌,일반,613.600475,89284"
"KODEX 미국S&P500변동성확대시커버드콜,0089C0,삼성자산운용,주식,주식파생,커버드콜,미국,일반,2636.044429,88598.25"
"RISE 미국배당100데일리고정커버드콜,490600,케이비자산운용,주식,주식파생,커버드콜,미국,일반,724.761628,88526.5"
"KODEX 미국나스닥AI테크액티브,411420,삼성자산운용,주식,테마,로보틱스 & AI,미국,일반,1043.413293,88402.5"
"TIGER 중국소비테마,150460,미래에셋자산운용,주식,테마,내수소비,국내,일반,207.82189,88387.65"
"ACE 미국반도체데일리타겟커버드콜(합성),480040,한국투자신탁운용,주식,주식파생,커버드콜,미국,일반,509.883903,87480"
"RISE 플랫폼테마,427120,케이비자산운용,주식,테마,빅테크,국내,일반,2840.02869,87366.4"
"PLUS 코스피TR,328370,한화자산운용,주식,시장대표,-,국내,일반,4.515515,87262"
"PLUS 자사주매입고배당주,0098N0,한화자산운용,주식,스타일,배당,국내,일반,4198.103061,86907"
"KODEX iShares미국하이일드액티브,468380,삼성자산운용,채권,회사채,종합,미국,일반,846.165145,86145.5"
"TIGER AI반도체핵심공정,471760,미래에셋자산운용,주식,섹터,반도체,국내,일반,6258.785307,85932"
"TIMEFOLIO K컬처액티브,410870,타임폴리오자산운용,주식,테마,게임&엔터&스포츠,국내,일반,546.73199,85569"
"KODEX 차이나테크TOP10,0065G0,삼성자산운용,주식,테마,빅테크,중국,일반,1149.978518,85470"
"SOL 미국TOP5채권혼합40 Solactive,447620,신한자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,781.858675,85107.5"
"KODEX K원자력SMR,0098F0,삼성자산운용,주식,테마,원자력,국내,일반,8889.678755,85070"
"ACE 포스코그룹포커스,469170,한국투자신탁운용,주식,스타일,그룹주,국내,일반,1856.234922,85029.5"
"TIGER 차이나전기차레버리지(합성),456680,미래에셋자산운용,주식,테마,차세대모빌리티,중국,2X 레버리지,990.270823,84972.8"
"RISE 고배당,266160,케이비자산운용,주식,스타일,배당,국내,일반,1104.187236,84672"
"TIGER 글로벌4차산업혁신기술(합성 H),275980,미래에셋자산운용,주식,테마,로보틱스 & AI,글로벌,일반,698.047554,84369.3"
"TIGER Fn메타버스,400970,미래에셋자산운용,주식,테마,메타버스,국내,일반,196.706099,84227"
"KoAct 글로벌AI&로봇액티브,471040,삼성액티브자산운용,주식,테마,로보틱스 & AI,글로벌,일반,2160.750747,82636.5"
"KODEX 헬스케어,266420,삼성자산운용,주식,섹터,헬스케어,국내,일반,1182.479415,81700"
"PLUS 신흥국MSCI(합성 H),195980,한화자산운용,주식,시장대표,-,글로벌,일반,349.387469,80273.4"
"ACE 8월만기자동연장회사채AA-이상액티브,475280,한국투자신탁운용,채권,회사채,단기,국내,일반,29.99904,79924"
"TIMEFOLIO 미국나스닥100채권혼합50액티브,0019K0,타임폴리오자산운용,혼합자산,자산배분,채권혼합,글로벌,일반,3231.979036,79626"
"SOL 미국S&P500ESG,399110,신한자산운용,주식,스타일,ESG,미국,일반,483.21676,79530"
"RISE ESG사회책임투자,290130,케이비자산운용,주식,스타일,ESG,국내,일반,889.378965,79521.5"
"RISE 중국본토대형주CSI100,174360,케이비자산운용,주식,시장대표,-,중국,일반,689.893322,79380"
"ACE 주주환원가치주액티브,447430,한국투자신탁운용,주식,퀀트,가치,국내,일반,500.054422,79261.5"
"ACE 원자력테마딥서치,433500,한국투자신탁운용,주식,테마,원자력,국내,일반,590.771764,78108"
"ACE 미국30년국채선물레버리지(합성 H),452250,한국투자신탁운용,채권,국공채,장기,미국,2X 레버리지,694.62567,78009.75"
"TIGER 200선물인버스2X,252710,미래에셋자산운용,주식,시장대표,-,국내,2X 인버스,6507.457711,77225.4"
"ACE 단기채권알파액티브,440640,한국투자신탁운용,채권,혼합,단기,국내,일반,138.463135,76144.255"
"ACE 미국주식베스트셀러,473590,한국투자신탁운용,주식,퀀트,기타,미국,일반,793.070316,75905"
"KoAct K수출핵심기업TOP30액티브,0074K0,삼성액티브자산운용,주식,테마,전력인프라,국내,일반,2019.067131,75786"
"KODEX K콘텐츠,266360,삼성자산운용,주식,섹터,커뮤니케이션서비스,국내,일반,2007.220806,75405"
"TIGER 글로벌온디바이스AI,480310,미래에셋자산운용,주식,테마,로보틱스 & AI,글로벌,일반,193.255017,74908"
"TIGER 현대차그룹+펀더멘털,138540,미래에셋자산운용,주식,스타일,그룹주,국내,일반,833.975767,74067"
"KIWOOM 미국S&P500,449770,키움투자자산운용,주식,시장대표,-,미국,일반,27.18247,72813"
"KODEX 미국달러선물인버스,261270,삼성자산운용,통화,미국달러,-,국내,1X 인버스,93.512984,72730.8"
"TIMEFOLIO 미국S&P500액티브,426020,타임폴리오자산운용,주식,시장대표,-,미국,일반,2929.277804,72530.4"
"RISE 버크셔포트폴리오TOP10,475350,케이비자산운용,주식,테마,기타,글로벌,일반,585.611313,71556.25"
"KODEX TRF7030,329670,삼성자산운용,혼합자산,자산배분,주식혼합,글로벌,일반,678.158473,71347.5"
"HANARO 머니마켓액티브,486830,엔에이치아문디자산운용,채권,혼합,단기,국내,일반,133.54038,70912.53"
"KODEX 미국S&P500버퍼3월액티브,0026E0,삼성자산운용,주식,주식파생,기타,미국,일반,46.448535,70368.75"
"KODEX 국채선물10년,152380,삼성자산운용,채권,국공채,장기,국내,일반,1025.273405,70267.8"
"TIGER 차이나글로벌리더스TOP3+,0067V0,미래에셋자산운용,주식,테마,전력인프라,중국,일반,2972.030796,69984"
"RISE 미국AI밸류체인TOP3Plus,485690,케이비자산운용,주식,테마,로보틱스 & AI,미국,일반,468.97414,69487.5"
"KODEX 미국AI소프트웨어TOP10,0041D0,삼성자산운용,주식,테마,로보틱스 & AI,미국,일반,1204.877404,69454"
